onset	duration	trial_type	value	sample
2176.041	3.0	2Back_block3	4	19257
2178.9790000000003	3.0	2Back_block3	4	19283
2182.03	3.0	2Back_block3	4	19310
2185.081	3.0	2Back_block3	4	19337
2188.132	3.0	2Back_block3	4	19364
2191.183	3.0	2Back_block3	4	19391
2194.121	3.0	2Back_block3	4	19417
2197.172	3.0	2Back_block3	4	19444
2200.11	3.0	2Back_block3	4	19470
2203.161	3.0	2Back_block3	4	19497
2206.099	3.0	2Back_block3	4	19523
2209.15	3.0	2Back_block3	4	19550
2212.088	3.0	2Back_block3	4	19576
2215.0260000000003	3.0	2Back_block3	4	19602
2218.077	3.0	2Back_block3	4	19629
2221.0150000000003	3.0	2Back_block3	4	19655
2224.0660000000003	3.0	2Back_block3	4	19682
2227.004	3.0	2Back_block3	4	19708
2230.0550000000003	3.0	2Back_block3	4	19735
2233.106	3.0	2Back_block3	4	19762
2236.0440000000003	3.0	2Back_block3	4	19788
2239.0950000000003	3.0	2Back_block3	4	19815
2242.146	3.0	2Back_block3	4	19842
2245.0840000000003	3.0	2Back_block3	4	19868
2248.022	3.0	2Back_block3	4	19894
2251.0730000000003	3.0	2Back_block3	4	19921
2254.1240000000003	3.0	2Back_block3	4	19948
2257.175	3.0	2Back_block3	4	19975
2260.226	3.0	2Back_block3	4	20002
2263.277	3.0	2Back_block3	4	20029
2266.215	3.0	2Back_block3	4	20055
2269.266	3.0	2Back_block3	4	20082
2272.317	3.0	2Back_block3	4	20109
2275.255	3.0	2Back_block3	4	20135
2278.306	3.0	2Back_block3	4	20162
2281.244	3.0	2Back_block3	4	20188
2284.1820000000002	3.0	2Back_block3	4	20214
2287.233	3.0	2Back_block3	4	20241
2290.1710000000003	3.0	2Back_block3	4	20267
2293.109	3.0	2Back_block3	4	20293
2296.1600000000003	3.0	2Back_block3	4	20320
2299.098	3.0	2Back_block3	4	20346
2302.1490000000003	3.0	2Back_block3	4	20373
2305.2000000000003	3.0	2Back_block3	4	20400
2308.251	3.0	2Back_block3	4	20427
2311.1890000000003	3.0	2Back_block3	4	20453
2314.2400000000002	3.0	2Back_block3	4	20480
2317.291	3.0	2Back_block3	4	20507
2320.342	3.0	2Back_block3	4	20534
2323.28	3.0	2Back_block3	4	20560
2326.331	3.0	2Back_block3	4	20587
2329.382	3.0	2Back_block3	4	20614
2332.433	3.0	2Back_block3	4	20641
2335.484	3.0	2Back_block3	4	20668
2338.422	3.0	2Back_block3	4	20694
